stem,top_label,neutral_prob,max_emotion_label,max_emotion_prob,top_is_neutral,margin_ok,passes
"There is a whimper, and a",Neutral,0.938265,Trust,0.018542,1,1,1
There is forest that rests along,Neutral,0.957262,Trust,0.02621,1,1,1
There is little needed to be,Neutral,0.920747,Trust,0.040174,1,1,1
There is one man they turn,Neutral,0.962676,Trust,0.018171,1,1,1
There it is again. The scratching.,Neutral,0.877655,Trust,0.032593,1,1,1
There once was a man from,Neutral,0.92895,Anticipation,0.03362,1,1,1
There was a peaceful day. A,Joy,0.0,Joy,0.847151,0,0,0
There was a world before this.,Neutral,0.855657,Anticipation,0.090998,1,1,1
There was another one today. I,Neutral,0.953381,Trust,0.021933,1,1,1
There was n't really a record,Neutral,0.908004,Anger,0.078334,1,1,1
"There was no warning, no call",Neutral,0.921835,Anger,0.022577,1,1,1
"There were Heroes, when I was",Neutral,0.902305,Anticipation,0.075448,1,1,1
There were no screams when I,Neutral,0.918528,Trust,0.032993,1,1,1
There's a grand piano at the,Trust,0.0,Trust,0.505559,0,0,0
There's a problem with being a,Anger,0.0,Anger,0.474322,0,0,0
There's someone in my head but,Neutral,0.939262,Anticipation,0.025188,1,1,1
These abilities would often manifest in,Neutral,0.875407,Trust,0.107214,1,1,1
These chains they keep biting like,Neutral,0.964685,Trust,0.016205,1,1,1
"They all look dumbfounded, the 30",Neutral,0.445528,Surprise,0.228869,1,0,0
They always fall. When they come,Neutral,0.948316,Trust,0.028973,1,1,1
They always say in fairytales that,Neutral,0.949832,Trust,0.03623,1,1,1
They asked first that he renounce,Neutral,0.968338,Anger,0.010949,1,1,1
They ca n't see me They,Neutral,0.968798,Trust,0.009002,1,1,1
They call him'The Webber'. Only the,Neutral,0.942294,Trust,0.028946,1,1,1
"They called my Binyamin, before the",Neutral,0.960908,Trust,0.018873,1,1,1
They held hands as they stood,Neutral,0.965756,Trust,0.019132,1,1,1
"They kept laughing, they kept pointing",Joy,0.0,Joy,0.544189,0,0,0
"They lost everything. Moved on, settled",Neutral,0.74844,Sadness,0.423027,1,0,0
They never stop coming. Day after,Neutral,0.950494,Trust,0.025926,1,1,1
"They said I had no power,",Neutral,0.865237,Anger,0.087849,1,1,1
They say the only certainty in,Neutral,0.941353,Trust,0.040054,1,1,1
They say you die of old,Neutral,0.96825,Trust,0.011888,1,1,1
They were alone in a cold,Neutral,0.967503,Trust,0.010525,1,1,1
They were called The Undying. They,Neutral,0.94053,Trust,0.025358,1,1,1
They would n't have even made,Neutral,0.842796,Anger,0.178782,1,1,1
Things were n't like they used,Neutral,0.687155,Anger,0.301623,1,0,0
This fruit is deliciously balanced. Neither,Neutral,0.518419,Trust,0.313345,1,0,0
This is gon na suck. Normally,Anger,0.0,Anger,0.601729,0,0,0
This is good. Few things to,Trust,0.0,Trust,0.895667,0,0,0
This is insane. When I'd picked,Neutral,0.29356,Joy,0.221883,1,0,0
"This is most unwelcome, and most",Anger,0.0,Anger,0.684284,0,0,0
This is the last one. This,Neutral,0.967776,Trust,0.01258,1,1,1
This was a place where departed,Neutral,0.949991,Trust,0.030279,1,1,1
This was my favourite type of,Joy,0.0,Joy,0.851698,0,0,0
This was not what he expected.,Anger,0.0,Anger,0.653562,0,0,0
This was the 42nd time we,Neutral,0.572184,Joy,0.206635,1,0,0
This was the first time she,Neutral,0.846118,Anticipation,0.067109,1,1,1
This was the third time this,Neutral,0.87563,Anticipation,0.064435,1,1,1
This world is dying. The star,Sadness,0.0,Sadness,0.772664,0,0,0
"Thomas Strinner, a middle class father",Neutral,0.936739,Trust,0.03244,1,1,1
Thomas awoke in the dark and,Neutral,0.952402,Anticipation,0.018187,1,1,1
Thomas pressed the flat of his,Neutral,0.968401,Anger,0.010413,1,1,1
Three men of different species sat,Neutral,0.965247,Trust,0.01309,1,1,1
"Thron Toughscale paced in the alley,",Neutral,0.971375,Trust,0.014233,1,1,1
Tic Tac is a middle aged,Neutral,0.96688,Trust,0.015322,1,1,1
Tim had never accepted a bribe,Neutral,0.840387,Anger,0.113239,1,1,1
"Tim, as his host had called",Neutral,0.959405,Trust,0.018569,1,1,1
Timothy Gregory remembered that day well.,Neutral,0.717595,Anticipation,0.185387,1,1,1
"Timothy held on to the knob,",Neutral,0.967544,Trust,0.016543,1,1,1
Tinder Once in a while that,Neutral,0.960538,Trust,0.012094,1,1,1
Today started just like any other,Neutral,0.703421,Trust,0.268871,1,0,0
Today was a perfectly normal day.,Trust,0.0,Trust,0.285341,0,0,0
"Today, was the day my adopted",Joy,0.0,Joy,0.435093,0,0,0
Tomas walked into the long hall,Neutral,0.962331,Trust,0.016291,1,1,1
Torin looked at the site with,Neutral,0.970525,Trust,0.013065,1,1,1
"Tough. Male, obviously. Aggressive, above average",Trust,0.0,Trust,0.844001,0,0,0
"Tracey appeared in a dark expanse,",Neutral,0.964974,Trust,0.013217,1,1,1
Trapped in a moment twixt coffee,Neutral,0.96268,Anger,0.010223,1,1,1
Trashcan That piece of shit Dave,Neutral,0.615649,Anger,0.309514,1,0,0
Trembling candle light and a smell,Neutral,0.758834,Disgust,0.071802,1,1,1
Tugtug was Declan's favorite toy. Daddy,Joy,0.0,Joy,0.488719,0,0,0
Twelve chairs are arranged in a,Neutral,0.968062,Trust,0.015457,1,1,1
"Twenty years old, her age when",Neutral,0.951211,Anticipation,0.029371,1,1,1
Two Grand Magi stared across at,Neutral,0.961333,Anger,0.008828,1,1,1
Two blurry colors were making zig,Neutral,0.802422,Surprise,0.074409,1,1,1
Two homeless men stand outside a,Neutral,0.959141,Anger,0.019041,1,1,1
"Two people, standing in the doorway.",Neutral,0.967198,Trust,0.01006,1,1,1
"Two stand among the countless dead,",Neutral,0.965126,Trust,0.016034,1,1,1
Ulysses Durant had never been a,Neutral,0.94497,Anger,0.03476,1,1,1
Uncle Bucky sat there for a,Neutral,0.957127,Trust,0.017589,1,1,1
"Unforgiving Phineas, in all his booming",Neutral,0.919561,Anger,0.028615,1,1,1
Up ahead the old facility was,Neutral,0.956132,Trust,0.02129,1,1,1
Urist McDrunkdwarf bashes Lor Gemcalls in,Neutral,0.968539,Anger,0.011469,1,1,1
VORAL IMPERIAL HERALD VERDICT REACHED IN,Neutral,0.958565,Trust,0.009095,1,1,1
Water from a broken metal pipe,Neutral,0.965161,Anger,0.011862,1,1,1
We are Man. Ours was the,Neutral,0.925407,Trust,0.044122,1,1,1
We both heard the sound at,Neutral,0.843171,Trust,0.079078,1,1,1
We have an arrangement based off,Neutral,0.914845,Trust,0.082754,1,1,1
We interrupt this program to bring,Neutral,0.956307,Anger,0.01651,1,1,1
"We knew we could n't win,",Sadness,0.0,Sadness,0.553835,0,0,0
"We still called ourselves humans, but",Neutral,0.665247,Trust,0.11628,1,1,1
"We were gentle, once. I do",Neutral,0.767768,Trust,0.178255,1,1,1
We were n't exactly sure what,Surprise,0.0,Surprise,0.900648,0,0,0
We were not ready. We were,Anger,0.0,Anger,0.709744,0,0,0
We were surrounded by metal on,Neutral,0.959607,Trust,0.02168,1,1,1
"We're in some dingy Roadhall, the",Neutral,0.915066,Anger,0.025883,1,1,1
We're trapped in these steamworks. The,Neutral,0.907962,Anger,0.028885,1,1,1
Welcome to the physical world Generation,Trust,0.0,Trust,0.638171,0,0,0
"What a drag, nowadays you do",Neutral,0.407341,Anger,0.24298,1,0,0
"When I was a young boy,",Neutral,0.93862,Anticipation,0.037137,1,1,1
When I was born I was,Neutral,0.892527,Anticipation,0.101195,1,1,1
"When I was in fourth grade,",Neutral,0.918587,Anticipation,0.04386,1,1,1
"When Mrs Brown started crying, and",Neutral,0.865418,Sadness,0.139269,1,1,1
When humanity finally took the leap,Neutral,0.806688,Anticipation,0.094216,1,1,1
When people lay on their deathbeds,Neutral,0.942773,Anger,0.018158,1,1,1
When the Grand Mage Kal summoned,Neutral,0.950291,Anticipation,0.011647,1,1,1
When trainers forgot that their Pokemon,Neutral,0.890041,Surprise,0.036863,1,1,1
When writing this piece I got,Neutral,0.92187,Trust,0.034987,1,1,1
Where is the separation between living,Surprise,0.0,Surprise,0.480841,0,0,0
"While deep in his slumber, he",Neutral,0.968864,Trust,0.01078,1,1,1
White peeked through the bushes he,Neutral,0.968079,Trust,0.014903,1,1,1
William was tired. Fed to the,Neutral,0.95765,Trust,0.014756,1,1,1
Witch's Bone. That's what Auri's grandfather,Neutral,0.959223,Trust,0.0247,1,1,1
With a final click Aria pushed,Neutral,0.968651,Trust,0.017206,1,1,1
"With a jerk, I went sprawling",Neutral,0.882834,Fear,0.025461,1,1,1
With a rapid turn of the,Neutral,0.962232,Trust,0.015543,1,1,1
"With furrowed brow, and filthy, sweaty",Disgust,0.0,Disgust,0.534643,0,0,0
"World Peace. A noble goal, is",Neutral,0.427217,Anticipation,0.291754,1,0,0
Write down this message. Commit it,Neutral,0.961819,Anger,0.013341,1,1,1
Written in my best written Scottish,Trust,0.0,Trust,0.935891,0,0,0
Years of watching action stars grit,Neutral,0.766566,Trust,0.081428,1,1,1
You are hiding behind a bush,Neutral,0.963525,Trust,0.013879,1,1,1
You exist. 00 to 01 and,Neutral,0.966199,Trust,0.017424,1,1,1
"You go home after the shift,",Neutral,0.967942,Trust,0.011952,1,1,1
You jolt awake in a dream.,Neutral,0.962738,Anticipation,0.011809,1,1,1
"You know, I was born during",Neutral,0.791952,Anticipation,0.1659,1,1,1
You look at your new cat,Neutral,0.866443,Joy,0.039747,1,1,1
You might ask me if all,Neutral,0.956248,Anger,0.012448,1,1,1
You truly attempt to try out,Neutral,0.950827,Anger,0.024044,1,1,1
You try to place the eggs,Neutral,0.967318,Anger,0.012146,1,1,1
"You wake up feeling groggy, you",Neutral,0.915317,Sadness,0.044098,1,1,1
You would n't think that a,Neutral,0.918166,Anger,0.055207,1,1,1
You've head the stories. The atheists,Neutral,0.954945,Trust,0.020809,1,1,1
Your message was shocking for all,Surprise,0.0,Surprise,0.848068,0,0,0
Zanaxos liked walking. It was a,Neutral,0.864714,Trust,0.090699,1,1,1
Zu stared down at the dog-eared,Neutral,0.9639,Trust,0.010257,1,1,1
